Participant_id_A,Timepoint_A,Participant_id_B,Timepoint_B,AvgIdentity,TotalSNPs,dnadiff_report_path,dnadiff_sidecar_path,dnadiff_report_sha256,dnadiff_cache_signature,dnadiff_cache_status,dnadiff_version
120003,T1,20057,T2,99.9891,36,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/120003__T1__vs__20057__T2__192ad6e88f999675011cba98.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/120003__T1__vs__20057__T2__192ad6e88f999675011cba98.provenance.json,0f8d7f0d52edb0ce40cb01cd3e306b929d3d89ac26f366d9edae38cfb7da62eb,192ad6e88f999675011cba989e2543e753a49ed60fb2edda69bff8bc1a25e600,reused,dnadiff | DNAdiff version 1.3
20034,T3,140007,T2,99.9754,814,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20034__T3__vs__140007__T2__8cf751cba8abfa6549c8e9b2.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20034__T3__vs__140007__T2__8cf751cba8abfa6549c8e9b2.provenance.json,1b1cbe5fc35ef7d1734aa17a19247278fb74274da96d1053df8af55188a157bc,8cf751cba8abfa6549c8e9b227232c7dedbafeaa7f26e6ebcde7f50cf58c12fb,reused,dnadiff | DNAdiff version 1.3
40021,T0,40022,T2,99.9884,80,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/40021__T0__vs__40022__T2__5def73c90ad1c025a0ccfc84.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/40021__T0__vs__40022__T2__5def73c90ad1c025a0ccfc84.provenance.json,ad6cd6859ef0e861a702326b925977de9bd879b161130f555e80c93785f08ec4,5def73c90ad1c025a0ccfc84265a30da357f4d7f1f8d560de0d6d070e020bba0,reused,dnadiff | DNAdiff version 1.3
40021,T1,40022,T2,99.989,53,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/40021__T1__vs__40022__T2__113d44ff6a6101816ec2aa0f.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/40021__T1__vs__40022__T2__113d44ff6a6101816ec2aa0f.provenance.json,a1b2c308485a83ec3bc53c6c55a17964907931d3e947f3f5cb8ca56b7534549b,113d44ff6a6101816ec2aa0fcaf834ac93b36c7d2fbc72189ecc470edc0f32e4,reused,dnadiff | DNAdiff version 1.3
40022,T0,70027,T4,99.9687,898,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/40022__T0__vs__70027__T4__f2d10ba337b08a56da7526ba.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/40022__T0__vs__70027__T4__f2d10ba337b08a56da7526ba.provenance.json,e39a4fe6c5e148b1dbe9aa84d784452f0454983c237d48c23c33f1028730e7dd,f2d10ba337b08a56da7526ba669a61dfd3e606d8147df66cc5fba0cc6696d2df,reused,dnadiff | DNAdiff version 1.3
40022,T0,70027,T5,99.9731,792,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/40022__T0__vs__70027__T5__c816bf81c07eb91ef14d73ab.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/40022__T0__vs__70027__T5__c816bf81c07eb91ef14d73ab.provenance.json,09430d80013d54ffc35dcc8d45a7087c519d395fe6eb11a2d771510a87f09c53,c816bf81c07eb91ef14d73ab60f97873584f6eaa60d1475afd39068be13c76b9,reused,dnadiff | DNAdiff version 1.3
40022,T0,70027,T6,99.9672,915,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/40022__T0__vs__70027__T6__43393264edb7598b838d0ab9.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/40022__T0__vs__70027__T6__43393264edb7598b838d0ab9.provenance.json,8d05db84a258c051ec099271c2e9c5b049a8f825f6198479c94ef484c5021e4e,43393264edb7598b838d0ab98fda8972a62c842f6da3723a90c71e394bfd5a90,reused,dnadiff | DNAdiff version 1.3
110061,T0,20032,T2,99.9863,262,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/110061__T0__vs__20032__T2__f32670817cf295f574cdbc75.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/110061__T0__vs__20032__T2__f32670817cf295f574cdbc75.provenance.json,2798d17f623c9919634056aafb3d42d35e40803699b9fcde29ecbc12fe15fad3,f32670817cf295f574cdbc75d0d3fda7f7949ddb4b316bbcf77b0b94728f413f,reused,dnadiff | DNAdiff version 1.3
110061,T0,20032,T4,99.987,266,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/110061__T0__vs__20032__T4__01e912df5bfe6fabf0a3c033.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/110061__T0__vs__20032__T4__01e912df5bfe6fabf0a3c033.provenance.json,636522ef098de1477ec4f37df21435e16d66e5569102af758886e7420e5f7768,01e912df5bfe6fabf0a3c0332f0020ccc938b8683dd78f83fdb415b12e211b98,reused,dnadiff | DNAdiff version 1.3
110061,T0,20032,T5,99.987,271,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/110061__T0__vs__20032__T5__d39a4a05a4674b68ec46a717.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/110061__T0__vs__20032__T5__d39a4a05a4674b68ec46a717.provenance.json,9ad50fcaf8f254130b23b06a0bc51b92f0cf48d1852493a2e0eaab668621fc21,d39a4a05a4674b68ec46a717d96fb7c2173e3f1ffa6d7905921d8de8b563563a,reused,dnadiff | DNAdiff version 1.3
140029,T0,20084,T4,99.9846,65,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/140029__T0__vs__20084__T4__b5aaad0f699c988f71ae272a.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/140029__T0__vs__20084__T4__b5aaad0f699c988f71ae272a.provenance.json,d4355ebdda289fded3d16db65bb680ab2d15ec151ae8e07e5f04e906f1a5f4a5,b5aaad0f699c988f71ae272a3c33b3412a0d56ca0445c203b5490a38e0831e97,reused,dnadiff | DNAdiff version 1.3
20032,T0,110061,T0,99.9829,263,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T0__vs__110061__T0__3aca897aeca19a46a7aaf4f7.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T0__vs__110061__T0__3aca897aeca19a46a7aaf4f7.provenance.json,abf621ab6f7c58d8b1f0f035f4903d1e5db801494eb0a31060a059cd00c86199,3aca897aeca19a46a7aaf4f7e0816304516dc7f92c22dab8079224402180e5e7,reused,dnadiff | DNAdiff version 1.3
20032,T0,20033,T2,99.9852,162,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T0__vs__20033__T2__ffc25230f905aa53bbee0d39.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T0__vs__20033__T2__ffc25230f905aa53bbee0d39.provenance.json,f9851e27b27a89772f86980f4bfadd2426d575a8484c2608e207244552839fe2,ffc25230f905aa53bbee0d39df54ce1476f51fe3ec420005ed889e71b6267117,reused,dnadiff | DNAdiff version 1.3
20032,T1,110061,T0,99.9851,259,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T1__vs__110061__T0__45cba5750637408b010fdd5a.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T1__vs__110061__T0__45cba5750637408b010fdd5a.provenance.json,a067d726dbdc6ed269953e8d5646e047ed9e926d81567f2977527092b95c04cc,45cba5750637408b010fdd5a5d95c5f81560e2cc3bd46b93a64cfa1e3081f174,reused,dnadiff | DNAdiff version 1.3
20032,T1,20033,T2,99.9875,160,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T1__vs__20033__T2__67fd191240f73a38639cfb69.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T1__vs__20033__T2__67fd191240f73a38639cfb69.provenance.json,ad7db86c766b71130719d0965d0e5ad4c1772de321b42a7d79a923f3e967a9c0,67fd191240f73a38639cfb69022480560c74dcd2ceed05c7cf1b46d3381bc0f3,reused,dnadiff | DNAdiff version 1.3
20032,T2,20033,T2,99.9882,166,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T2__vs__20033__T2__a92e93dc36ec9272f0019ed5.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T2__vs__20033__T2__a92e93dc36ec9272f0019ed5.provenance.json,fcae50d5c99394526e382d6f33127c91a4abdb8329e2be3e9d966863ff175277,a92e93dc36ec9272f0019ed59dbec6771446748f3b2786bf61578047dd45cfbd,reused,dnadiff | DNAdiff version 1.3
20032,T4,20033,T2,99.9882,167,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T4__vs__20033__T2__680c8246a183ffc3bfbedfac.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T4__vs__20033__T2__680c8246a183ffc3bfbedfac.provenance.json,354f7b7ac145eb726984de06233ba865669cacbacf406c0a3eb203a852d38c84,680c8246a183ffc3bfbedfac2273db4bb3b7906f9e8369746e44eaecaf55d1f1,reused,dnadiff | DNAdiff version 1.3
20032,T5,20033,T2,99.9886,171,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T5__vs__20033__T2__26468ec7db3f949b91bd9850.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T5__vs__20033__T2__26468ec7db3f949b91bd9850.provenance.json,edfcdb63e5d74faf1f39c06dddb5c28ccc6251892eed541a7b670018ce89dc18,26468ec7db3f949b91bd985031f0a73be2caef4a7f4d2dbb952194ac8cdf03fd,reused,dnadiff | DNAdiff version 1.3
20058,T2,20062,T6,99.99,75,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20058__T2__vs__20062__T6__8aa026e39368810380ae1085.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20058__T2__vs__20062__T6__8aa026e39368810380ae1085.provenance.json,3d7023fb1270ed74d58f32152e0fd097b5c95faa1cd1d242c00338f6040f9e07,8aa026e39368810380ae108511a4c230c2927dcd2c596d9f2293615974dd488b,reused,dnadiff | DNAdiff version 1.3
120006,UTI-1,120007,T1,99.99,50,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/120006__UTI-1__vs__120007__T1__fadc8b3209c75e6116b7b75b.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/120006__UTI-1__vs__120007__T1__fadc8b3209c75e6116b7b75b.provenance.json,11269b798957919ca4de828e37fcd1d25d079cc23fb5d7215ca059bcd53ec2ec,fadc8b3209c75e6116b7b75b55a8f26166be1ebfd9126dd220d7d0155e7e3e54,generated,dnadiff | DNAdiff version 1.3
20037,T2,20072,T3,99.9895,173,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20037__T2__vs__20072__T3__24537e425082d96e624cc0ea.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20037__T2__vs__20072__T3__24537e425082d96e624cc0ea.provenance.json,2b7716e33f151d485e9b6df86bcc1e65900279114e748aef3c88d1dee47c2289,24537e425082d96e624cc0eafb4c2eeb5a2af339fa1edf3174a514fcc7675e21,reused,dnadiff | DNAdiff version 1.3
140007,T0,130024,T3,99.9858,267,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/140007__T0__vs__130024__T3__9c37ad29f04a62cdb3ce0d02.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/140007__T0__vs__130024__T3__9c37ad29f04a62cdb3ce0d02.provenance.json,e0f0b9920a07ec060224271fbb1771044814e485bf5212a8d792add2c2639859,9c37ad29f04a62cdb3ce0d0237cf51393fe07abdf55e8c36fef76a29896e7380,reused,dnadiff | DNAdiff version 1.3
140007,T2,20084,T6,99.985,102,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/140007__T2__vs__20084__T6__0f771db76d3aa69071b07391.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/140007__T2__vs__20084__T6__0f771db76d3aa69071b07391.provenance.json,3ebbd4f536a350a80f197e7f587e0bdf9202f9127bdc3500de800ea1c3e305e8,0f771db76d3aa69071b07391f5a81674d9deeb369ad1d3bdea85c9d55d92bb59,reused,dnadiff | DNAdiff version 1.3
40022,T1,70027,T4,99.968,906,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/40022__T1__vs__70027__T4__fc9da1677e171544755856f2.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/40022__T1__vs__70027__T4__fc9da1677e171544755856f2.provenance.json,c8bc6991586ff4a5260461bab15395293854f8288c4dc804bcd5fae072ee75cb,fc9da1677e171544755856f22de11a78b41fb03d77fb2cf5a4f56c1cd570da49,reused,dnadiff | DNAdiff version 1.3
40022,T1,70027,T5,99.9725,797,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/40022__T1__vs__70027__T5__8a14909ca679385d1986787d.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/40022__T1__vs__70027__T5__8a14909ca679385d1986787d.provenance.json,ce475cde8536136c5468d5fa03733e49a4cb4de046c7e7d00e3e78dde6fee573,8a14909ca679385d1986787d52c415355f466cea79aa6427c190d40affb3a784,reused,dnadiff | DNAdiff version 1.3
40022,T1,70027,T6,99.9667,933,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/40022__T1__vs__70027__T6__4df141e07ccaba9ebc0d5eae.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/40022__T1__vs__70027__T6__4df141e07ccaba9ebc0d5eae.provenance.json,56d5436758a9ec298bd8dd4f88b239cbe1cc816bcd1b5cd9edb3ee950519de42,4df141e07ccaba9ebc0d5eae460528242201b30497af2a5b6014251666bd1841,reused,dnadiff | DNAdiff version 1.3
80029,T0,140007,T2,99.9783,800,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/80029__T0__vs__140007__T2__8de7d9a1c93b99798a334e87.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/80029__T0__vs__140007__T2__8de7d9a1c93b99798a334e87.provenance.json,be40ecc9d995b6b6f44359ef293ea7872817e0c7cd19c4cf04a59bca3530ce80,8de7d9a1c93b99798a334e878169830ed19e0ca0a94c23a994e0b0930aecd7c4,reused,dnadiff | DNAdiff version 1.3
80029,T2,140007,T2,99.9785,808,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/80029__T2__vs__140007__T2__1c35a9140b186d69389e19e5.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/80029__T2__vs__140007__T2__1c35a9140b186d69389e19e5.provenance.json,87fe221e224673d28f231014e5c7eb18384ca93568098bea95e4dc018194ee93,1c35a9140b186d69389e19e5cdaa92f7d473df3a3005d090193ab0d1ab0f8496,reused,dnadiff | DNAdiff version 1.3
80029,T3,140007,T2,99.9782,816,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/80029__T3__vs__140007__T2__bddfbb7e671242c714e8246a.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/80029__T3__vs__140007__T2__bddfbb7e671242c714e8246a.provenance.json,b5f04e74dc8f946ce481a82e1eac0a1eda0b0f667b918367402722ce812ad7d6,bddfbb7e671242c714e8246a16c67b34424ef388ff2672918ad7c5412e6e617a,reused,dnadiff | DNAdiff version 1.3
80029,T5,140007,T2,99.9782,821,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/80029__T5__vs__140007__T2__b6ecea8958d64cbd020a785e.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/80029__T5__vs__140007__T2__b6ecea8958d64cbd020a785e.provenance.json,b5f96209dad6b77b71b8dbe648a34eaab486d79f2c436ad0f5106d146d249373,b6ecea8958d64cbd020a785e648ddd6d51eca0dbe916378633c7269f556240e3,reused,dnadiff | DNAdiff version 1.3
80029,T6,140007,T2,99.9782,827,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/80029__T6__vs__140007__T2__67b799f5d7ed23a3451bad72.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/80029__T6__vs__140007__T2__67b799f5d7ed23a3451bad72.provenance.json,cd854b4e1de7233d58f9b19094d3ec433d0b1ec16d5747e63830ac971bb50b39,67b799f5d7ed23a3451bad72e75cc211b6a10f70b4189b2fb0fc1618b292f968,reused,dnadiff | DNAdiff version 1.3
100064,T0,90008,T0,99.9834,188,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/100064__T0__vs__90008__T0__9e57cb30f5e7ef89a9701a48.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/100064__T0__vs__90008__T0__9e57cb30f5e7ef89a9701a48.provenance.json,1e971e1a0a7844ab10022591867de8bdf7d742939a0d1e05fe199db3ebceb89a,9e57cb30f5e7ef89a9701a48e31a8a08d0dd904fc05f4ee806e4ca105caf5815,reused,dnadiff | DNAdiff version 1.3
100064,T1,90008,T0,99.9857,154,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/100064__T1__vs__90008__T0__b58631431358adeaecd512b1.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/100064__T1__vs__90008__T0__b58631431358adeaecd512b1.provenance.json,a1bcf154d0e15a1599de354bb78366296f8788459a8c41ceda20b996519527a0,b58631431358adeaecd512b15107502a80147cf5dd722c90a841dfb7e0dbe28e,reused,dnadiff | DNAdiff version 1.3
110061,T0,20033,T2,99.984,394,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/110061__T0__vs__20033__T2__7d984e337976756030928118.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/110061__T0__vs__20033__T2__7d984e337976756030928118.provenance.json,fd4820c7d0c91e3f6e6dcf52e1310f340468457756142bc513319d2c7ff9292c,7d984e3379767560309281188870398fa61f597358d3fa057c7ce0e57900025e,reused,dnadiff | DNAdiff version 1.3
110061,T1,20032,T2,99.987,288,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/110061__T1__vs__20032__T2__2c0b6face52385eaa8c3e711.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/110061__T1__vs__20032__T2__2c0b6face52385eaa8c3e711.provenance.json,dfabd70efcc9f9e1331a5ed8c4274547bc331d568568fe7f380278310b7fa59a,2c0b6face52385eaa8c3e7115a4d0f8430aff7ea90da7e8467b7cabcdb4518fd,reused,dnadiff | DNAdiff version 1.3
110061,T1,20032,T4,99.9865,289,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/110061__T1__vs__20032__T4__cde3ebdd4380040d8e2f582c.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/110061__T1__vs__20032__T4__cde3ebdd4380040d8e2f582c.provenance.json,cea566ae942801c4621b6b4117b686b55ef2736a3780bc0091819c099989c004,cde3ebdd4380040d8e2f582c801a9506ddbaacbf6a18fc4b7f26499f0cbd91f8,reused,dnadiff | DNAdiff version 1.3
110061,T1,20032,T5,99.9864,293,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/110061__T1__vs__20032__T5__0edf2448fd10323ef6d83703.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/110061__T1__vs__20032__T5__0edf2448fd10323ef6d83703.provenance.json,d01837e87851a30d41416421c89aa93d9987c67f29856cb9d785f87ccaa71ed3,0edf2448fd10323ef6d83703258234663140182488342c3ac2109845cd1c9cea,reused,dnadiff | DNAdiff version 1.3
110061,T2,20032,T5,99.9864,309,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/110061__T2__vs__20032__T5__fc9cf3967cf72965f00b6a7d.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/110061__T2__vs__20032__T5__fc9cf3967cf72965f00b6a7d.provenance.json,c33070ecf310da03cc34dd6d9d4a31465c268bf0deb65b79cdc20c13f537dccd,fc9cf3967cf72965f00b6a7df8832a7d45c4d63a670edcb40e6aa2616cd5537b,reused,dnadiff | DNAdiff version 1.3
20032,T0,110061,T1,99.9851,286,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T0__vs__110061__T1__47d2098dbf3b7516c79505e6.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T0__vs__110061__T1__47d2098dbf3b7516c79505e6.provenance.json,787d4885b49e73c0a46e1b3991d7356915ed476e6dc7aaaf45c853691dcdb3e8,47d2098dbf3b7516c79505e616ee431f360a760e9a2c71d4125b0af4d8e5353b,reused,dnadiff | DNAdiff version 1.3
20032,T0,110061,T2,99.9841,302,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T0__vs__110061__T2__1a9b704abbda94529aced62a.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T0__vs__110061__T2__1a9b704abbda94529aced62a.provenance.json,8c03e4d2a3e0ad08405f005d879c9e4991cc6a858a3b2a975a15bca2184842da,1a9b704abbda94529aced62aa60d540a24c58d62704d6d6ec77a81e12aa26ba4,reused,dnadiff | DNAdiff version 1.3
20032,T1,110061,T1,99.9869,282,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T1__vs__110061__T1__90cae0ba2538cc29bd527078.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T1__vs__110061__T1__90cae0ba2538cc29bd527078.provenance.json,792630989f3845f3f2ef5544135926776d4be5c7cd423368a786cac36db67b07,90cae0ba2538cc29bd527078e1f517049b0acbb294be4512e746bd7758011fa3,reused,dnadiff | DNAdiff version 1.3
20032,T1,110061,T2,99.9852,298,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T1__vs__110061__T2__cfc1b0e620eb49e6c712ec0e.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20032__T1__vs__110061__T2__cfc1b0e620eb49e6c712ec0e.provenance.json,d5cdc74ba19e268ff07791fed5c2725dfb6b3a1e8817d0f37b3e459e10bd1944,cfc1b0e620eb49e6c712ec0ec164ba3788d6fd57b57a13e037844bd295a94c0c,reused,dnadiff | DNAdiff version 1.3
